timestamp,simple-path,time
"2022-05-27 16:04:54.148","/master/welcome",6160
"2022-05-27 16:04:54.696","/master/welcome",477
"2022-05-27 16:04:56.959","/master/sign-in",2189
"2022-05-27 16:04:58.327","/master/welcome",596
"2022-05-27 16:05:00.122","/inventor/chimpum/list",1630
"2022-05-27 16:05:02.956","/master/welcome",685
"2022-05-27 16:05:03.58","/master/welcome",577
"2022-05-27 16:05:04.786","/master/sign-in",578
"2022-05-27 16:05:06.822","/master/welcome",643
"2022-05-27 16:05:08.087","/inventor/chimpum/list",1091
