timestamp,simple-path,time
"2022-05-27 15:46:14.67","/master/welcome",6368
"2022-05-27 15:46:15.289","/master/welcome",520
"2022-05-27 15:46:17.517","/master/sign-in",2159
"2022-05-27 15:46:18.856","/master/welcome",582
"2022-05-27 15:46:20.641","/inventor/chimpum/list",1629
"2022-05-27 15:46:23.045","/master/welcome",717
"2022-05-27 15:46:23.721","/master/welcome",636
"2022-05-27 15:46:24.997","/master/sign-in",640
"2022-05-27 15:46:26.38","/master/welcome",590
"2022-05-27 15:46:27.683","/inventor/chimpum/list",1111
