timestamp,simple-path,time
"2022-05-27 16:09:33.509","/master/welcome",6440
"2022-05-27 16:09:34.053","/master/welcome",488
"2022-05-27 16:09:36.27","/master/sign-in",2154
"2022-05-27 16:09:37.599","/master/welcome",585
"2022-05-27 16:09:39.482","/inventor/chimpum/list",1144
"2022-05-27 16:09:41.21","/inventor/chimpum/create",1652
"2022-05-27 16:09:45.379","/inventor/chimpum/list",1108
