timestamp,simple-path,time
"2022-05-27 15:54:23.536","/master/welcome",6199
"2022-05-27 15:54:24.088","/master/welcome",491
"2022-05-27 15:54:26.308","/master/sign-in",2163
"2022-05-27 15:54:27.658","/master/welcome",582
"2022-05-27 15:54:29.453","/inventor/chimpum/list",1638
"2022-05-27 15:54:31.443","/inventor/chimpum/show",1135
"2022-05-27 15:54:34.248","/master/welcome",686
"2022-05-27 15:54:34.963","/master/welcome",665
"2022-05-27 15:54:36.154","/master/sign-in",578
"2022-05-27 15:54:37.737","/master/welcome",606
"2022-05-27 15:54:39.058","/inventor/chimpum/list",1101
"2022-05-27 15:54:40.485","/inventor/chimpum/show",1110
"2022-05-27 15:54:43.196","/master/welcome",589
"2022-05-27 15:54:44.326","/inventor/chimpum/list",1077
