timestamp,simple-path,time
"2022-05-27 15:56:32.384","/master/welcome",6441
"2022-05-27 15:56:32.91","/master/welcome",465
"2022-05-27 15:56:35.147","/master/sign-in",2174
"2022-05-27 15:56:36.58","/master/welcome",579
"2022-05-27 15:56:38.416","/inventor/chimpum/list",1635
"2022-05-27 15:56:40.333","/inventor/chimpum/show",1621
"2022-05-27 15:56:42.054","/inventor/chimpum/list",584
"2022-05-27 15:56:44.896","/master/welcome",725
"2022-05-27 15:56:45.536","/master/welcome",579
"2022-05-27 15:56:46.723","/master/sign-in",581
"2022-05-27 15:56:48.144","/master/welcome",604
"2022-05-27 15:56:49.451","/inventor/chimpum/list",579
"2022-05-27 15:56:50.418","/master/welcome",624
"2022-05-27 15:56:51.627","/inventor/chimpum/list",1160
