timestamp,simple-path,time
"2022-05-27 16:12:15.037","/master/welcome",6200
"2022-05-27 16:12:15.604","/master/welcome",510
"2022-05-27 16:12:17.853","/master/sign-in",2174
"2022-05-27 16:12:19.197","/master/welcome",577
"2022-05-27 16:12:21.02","/inventor/chimpum/list",1136
"2022-05-27 16:12:22.729","/inventor/chimpum/create",1631
"2022-05-27 16:12:27.14","/inventor/chimpum/list",1162
