timestamp,simple-path,time
"2022-05-27 15:44:50.085","/master/welcome",6402
"2022-05-27 15:44:50.673","/master/welcome",522
"2022-05-27 15:44:52.893","/master/sign-in",2155
"2022-05-27 15:44:54.242","/master/welcome",580
"2022-05-27 15:44:56.018","/inventor/chimpum/list",1623
"2022-05-27 15:44:58.261","/master/welcome",751
"2022-05-27 15:44:58.978","/master/welcome",666
"2022-05-27 15:45:00.225","/master/sign-in",604
"2022-05-27 15:45:02.2","/master/welcome",626
"2022-05-27 15:45:03.468","/inventor/chimpum/list",1097
