timestamp,simple-path,time
"2022-05-27 16:08:06.23","/master/welcome",6442
"2022-05-27 16:08:06.779","/master/welcome",494
"2022-05-27 16:08:09.003","/master/sign-in",2163
"2022-05-27 16:08:10.369","/master/welcome",580
"2022-05-27 16:08:12.204","/inventor/chimpum/list",1110
"2022-05-27 16:08:13.925","/inventor/chimpum/create",1640
