timestamp,simple-path,time
"2022-05-27 15:40:52.65","/master/welcome",6824
"2022-05-27 15:40:53.287","/master/welcome",583
"2022-05-27 15:40:55.516","/master/sign-in",2153
"2022-05-27 15:40:56.833","/master/welcome",583
"2022-05-27 15:40:58.621","/inventor/chimpum/list",1630
"2022-05-27 15:41:00.178","/master/welcome",538
"2022-05-27 15:41:00.75","/master/welcome",511
"2022-05-27 15:41:01.415","/master/sign-in",588
"2022-05-27 15:41:02.781","/master/welcome",589
"2022-05-27 15:41:04.152","/inventor/chimpum/list",577
