timestamp,simple-path,time
"2022-05-27 16:06:02.566","/master/welcome",6736
"2022-05-27 16:06:03.146","/master/welcome",508
"2022-05-27 16:06:05.379","/master/sign-in",2170
"2022-05-27 16:06:06.757","/master/welcome",580
"2022-05-27 16:06:08.538","/inventor/chimpum/list",1626
"2022-05-27 16:06:10.254","/inventor/chimpum/create",1639
"2022-05-27 16:06:10.847","/master/welcome",402
"2022-05-27 16:06:11.369","/master/welcome",478
"2022-05-27 16:06:12.037","/master/sign-in",571
"2022-05-27 16:06:13.353","/master/welcome",564
"2022-05-27 16:06:14.679","/inventor/chimpum/list",613
"2022-05-27 16:06:15.873","/inventor/chimpum/create",570
