timestamp,simple-path,time
"2022-05-27 16:15:27.246","/master/welcome",6294
"2022-05-27 16:15:27.818","/master/welcome",486
"2022-05-27 16:15:30.067","/master/sign-in",2181
"2022-05-27 16:15:31.395","/master/welcome",579
"2022-05-27 16:15:33.224","/inventor/chimpum/list",1101
"2022-05-27 16:15:34.966","/inventor/chimpum/create",1114
"2022-05-27 16:15:38.296","/inventor/chimpum/list",678
"2022-05-27 16:15:41.637","/inventor/chimpum/list",1101
